
=== PEPE ===
2025-02-01 → 👍 732  👎 585  📊 1317  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: down ❌
2015-11-25 → 👍 81  👎 68  📊 149  👍比: 54.36%  👎比: 45.64%  多數: up | 真實: down ❌
2015-11-26 → 👍 105  👎 61  📊 166  👍比: 63.25%  👎比: 36.75%  多數: up | 真實: down ❌
2015-11-27 → 👍 87  👎 88  📊 175  👍比: 49.71%  👎比: 50.29%  多數: down | 真實: up ❌
2015-11-28 → 👍 74  👎 94  📊 168  👍比: 44.05%  👎比: 55.95%  多數: down | 真實: down ✅
2015-11-29 → 👍 73  👎 95  📊 168  👍比: 43.45%  👎比: 56.55%  多數: down | 真實: down ✅
2015-11-30 → 👍 131  👎 136  📊 267  👍比: 49.06%  👎比: 50.94%  多數: down | 真實: down ✅
2015-12-01 → 👍 17  👎 22  📊 39  👍比: 43.59%  👎比: 56.41%  多數: down | 真實: up ❌
2015-12-02 → 👍 1  👎 1  📊 2  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2015-12-04 → 👍 5  👎 3  📊 8  👍比: 62.50%  👎比: 37.50%  多數: up | 真實: up ✅
2015-12-05 → 👍 71  👎 66  📊 137  👍比: 51.82%  👎比: 48.18%  多數: up | 真實: up ✅
2015-12-06 → 👍 20  👎 134  📊 154  👍比: 12.99%  👎比: 87.01%  多數: down | 真實: up ❌
2015-12-07 → 👍 99  👎 73  📊 172  👍比: 57.56%  👎比: 42.44%  多數: up | 真實: up ✅
2015-12-08 → 👍 100  👎 96  📊 196  👍比: 51.02%  👎比: 48.98%  多數: up | 真實: up ✅
2015-12-09 → 👍 118  👎 89  📊 207  👍比: 57.00%  👎比: 43.00%  多數: up | 真實: up ✅
2015-12-10 → 👍 112  👎 82  📊 194  👍比: 57.73%  👎比: 42.27%  多數: up | 真實: down ❌
2015-12-11 → 👍 109  👎 102  📊 211  👍比: 51.66%  👎比: 48.34%  多數: up | 真實: up ✅
2015-12-12 → 👍 77  👎 60  📊 137  👍比: 56.20%  👎比: 43.80%  多數: up | 真實: down ❌
2015-12-13 → 👍 42  👎 116  📊 158  👍比: 26.58%  👎比: 73.42%  多數: down | 真實: up ❌
2015-12-14 → 👍 89  👎 81  📊 170  👍比: 52.35%  👎比: 47.65%  多數: up | 真實: up ✅
2015-12-15 → 👍 87  👎 79  📊 166  👍比: 52.41%  👎比: 47.59%  多數: up | 真實: up ✅
2015-12-16 → 👍 42  👎 115  📊 157  👍比: 26.75%  👎比: 73.25%  多數: down | 真實: down ✅
2015-12-17 → 👍 86  👎 77  📊 163  👍比: 52.76%  👎比: 47.24%  多數: up | 真實: down ❌
2015-12-18 → 👍 114  👎 88  📊 202  👍比: 56.44%  👎比: 43.56%  多數: up | 真實: up ✅
2015-12-19 → 👍 89  👎 77  📊 166  👍比: 53.61%  👎比: 46.39%  多數: up | 真實: up ✅
2015-12-20 → 👍 70  👎 55  📊 125  👍比: 56.00%  👎比: 44.00%  多數: up | 真實: up ✅
2015-12-21 → 👍 78  👎 64  📊 142  👍比: 54.93%  👎比: 45.07%  多數: up | 真實: up ✅
2015-12-22 → 👍 110  👎 91  📊 201  👍比: 54.73%  👎比: 45.27%  多數: up | 真實: up ✅
2015-12-23 → 👍 51  👎 79  📊 130  👍比: 39.23%  👎比: 60.77%  多數: down | 真實: up ❌
2015-12-24 → 👍 89  👎 72  📊 161  👍比: 55.28%  👎比: 44.72%  多數: up | 真實: up ✅
2015-12-25 → 👍 68  👎 59  📊 127  👍比: 53.54%  👎比: 46.46%  多數: up | 真實: up ✅
2015-12-26 → 👍 56  👎 56  📊 112  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2015-12-27 → 👍 63  👎 55  📊 118  👍比: 53.39%  👎比: 46.61%  多數: up | 真實: down ❌
2015-12-28 → 👍 33  👎 113  📊 146  👍比: 22.60%  👎比: 77.40%  多數: down | 真實: up ❌
2015-12-29 → 👍 92  👎 76  📊 168  👍比: 54.76%  👎比: 45.24%  多數: up | 真實: up ✅
2015-12-30 → 👍 86  👎 91  📊 177  👍比: 48.59%  👎比: 51.41%  多數: down | 真實: down ✅
2015-12-31 → 👍 25  👎 95  📊 120  👍比: 20.83%  👎比: 79.17%  多數: down | 真實: up ❌
2016-01-01 → 👍 59  👎 43  📊 102  👍比: 57.84%  👎比: 42.16%  多數: up | 真實: up ✅
2016-01-02 → 👍 54  👎 46  📊 100  👍比: 54.00%  👎比: 46.00%  多數: up | 真實: down ❌
2016-01-03 → 👍 47  👎 51  📊 98  👍比: 47.96%  👎比: 52.04%  多數: down | 真實: down ✅
2016-01-04 → 👍 66  👎 54  📊 120  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: up ✅
2016-01-05 → 👍 77  👎 59  📊 136  👍比: 56.62%  👎比: 43.38%  多數: up | 真實: up ✅
2016-01-06 → 👍 63  👎 58  📊 121  👍比: 52.07%  👎比: 47.93%  多數: up | 真實: down ❌
2016-01-07 → 👍 88  👎 74  📊 162  👍比: 54.32%  👎比: 45.68%  多數: up | 真實: down ❌
2016-01-08 → 👍 76  👎 67  📊 143  👍比: 53.15%  👎比: 46.85%  多數: up | 真實: down ❌
2016-01-09 → 👍 86  👎 59  📊 145  👍比: 59.31%  👎比: 40.69%  多數: up | 真實: up ✅
2016-01-10 → 👍 67  👎 52  📊 119  👍比: 56.30%  👎比: 43.70%  多數: up | 真實: down ❌
2016-01-11 → 👍 60  👎 42  📊 102  👍比: 58.82%  👎比: 41.18%  多數: up | 真實: up ✅
2016-01-12 → 👍 62  👎 62  📊 124  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2016-01-13 → 👍 48  👎 59  📊 107  👍比: 44.86%  👎比: 55.14%  多數: down | 真實: down ✅
2016-01-14 → 👍 59  👎 35  📊 94  👍比: 62.77%  👎比: 37.23%  多數: up | 真實: up ✅
2016-01-15 → 👍 77  👎 73  📊 150  👍比: 51.33%  👎比: 48.67%  多數: up | 真實: up ✅
2016-01-16 → 👍 60  👎 45  📊 105  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2016-01-17 → 👍 49  👎 55  📊 104  👍比: 47.12%  👎比: 52.88%  多數: down | 真實: down ✅
2016-01-18 → 👍 87  👎 63  📊 150  👍比: 58.00%  👎比: 42.00%  多數: up | 真實: up ✅
2016-01-19 → 👍 70  👎 48  📊 118  👍比: 59.32%  👎比: 40.68%  多數: up | 真實: down ❌
2016-01-20 → 👍 63  👎 46  📊 109  👍比: 57.80%  👎比: 42.20%  多數: up | 真實: up ✅
2016-01-21 → 👍 74  👎 57  📊 131  👍比: 56.49%  👎比: 43.51%  多數: up | 真實: up ✅
2016-01-22 → 👍 39  👎 80  📊 119  👍比: 32.77%  👎比: 67.23%  多數: down | 真實: up ❌
2016-01-23 → 👍 46  👎 44  📊 90  👍比: 51.11%  👎比: 48.89%  多數: up | 真實: down ❌
2016-01-24 → 👍 118  👎 95  📊 213  👍比: 55.40%  👎比: 44.60%  多數: up | 真實: down ❌
2016-01-25 → 👍 145  👎 127  📊 272  👍比: 53.31%  👎比: 46.69%  多數: up | 真實: up ✅
2016-01-26 → 👍 163  👎 160  📊 323  👍比: 50.46%  👎比: 49.54%  多數: up | 真實: up ✅
2016-01-27 → 👍 204  👎 164  📊 368  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: up ✅
2016-01-28 → 👍 124  👎 115  📊 239  👍比: 51.88%  👎比: 48.12%  多數: up | 真實: up ✅
2016-01-29 → 👍 121  👎 108  📊 229  👍比: 52.84%  👎比: 47.16%  多數: up | 真實: up ✅
2016-01-30 → 👍 92  👎 79  📊 171  👍比: 53.80%  👎比: 46.20%  多數: up | 真實: down ❌
2016-01-31 → 👍 131  👎 121  📊 252  👍比: 51.98%  👎比: 48.02%  多數: up | 真實: down ❌
2016-02-01 → 👍 104  👎 79  📊 183  👍比: 56.83%  👎比: 43.17%  多數: up | 真實: down ❌
2016-02-02 → 👍 52  👎 228  📊 280  👍比: 18.57%  👎比: 81.43%  多數: down | 真實: up ❌
2016-02-03 → 👍 68  👎 239  📊 307  👍比: 22.15%  👎比: 77.85%  多數: down | 真實: up ❌
2016-02-04 → 👍 113  👎 85  📊 198  👍比: 57.07%  👎比: 42.93%  多數: up | 真實: up ✅
2016-02-05 → 👍 75  👎 94  📊 169  👍比: 44.38%  👎比: 55.62%  多數: down | 真實: up ❌
2016-02-06 → 👍 116  👎 96  📊 212  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: down ❌
2016-02-07 → 👍 117  👎 123  📊 240  👍比: 48.75%  👎比: 51.25%  多數: down | 真實: up ❌
2016-02-08 → 👍 63  👎 111  📊 174  👍比: 36.21%  👎比: 63.79%  多數: down | 真實: up ❌
2016-02-09 → 👍 80  👎 66  📊 146  👍比: 54.79%  👎比: 45.21%  多數: up | 真實: down ❌
2016-02-10 → 👍 108  👎 95  📊 203  👍比: 53.20%  👎比: 46.80%  多數: up | 真實: up ✅
2016-02-11 → 👍 89  👎 82  📊 171  👍比: 52.05%  👎比: 47.95%  多數: up | 真實: down ❌
2016-02-12 → 👍 85  👎 64  📊 149  👍比: 57.05%  👎比: 42.95%  多數: up | 真實: down ❌
2016-02-13 → 👍 72  👎 71  📊 143  👍比: 50.35%  👎比: 49.65%  多數: up | 真實: up ✅
2016-02-14 → 👍 38  👎 108  📊 146  👍比: 26.03%  👎比: 73.97%  多數: down | 真實: down ✅
2016-02-15 → 👍 36  👎 104  📊 140  👍比: 25.71%  👎比: 74.29%  多數: down | 真實: down ✅
2016-02-16 → 👍 32  👎 136  📊 168  👍比: 19.05%  👎比: 80.95%  多數: down | 真實: down ✅
2016-02-17 → 👍 91  👎 72  📊 163  👍比: 55.83%  👎比: 44.17%  多數: up | 真實: down ❌
2016-02-18 → 👍 76  👎 84  📊 160  👍比: 47.50%  👎比: 52.50%  多數: down | 真實: down ✅
2016-02-19 → 👍 123  👎 115  📊 238  👍比: 51.68%  👎比: 48.32%  多數: up | 真實: down ❌
2016-02-20 → 👍 82  👎 73  📊 155  👍比: 52.90%  👎比: 47.10%  多數: up | 真實: up ✅
2016-02-21 → 👍 31  👎 118  📊 149  👍比: 20.81%  👎比: 79.19%  多數: down | 真實: down ✅
2016-02-22 → 👍 101  👎 60  📊 161  👍比: 62.73%  👎比: 37.27%  多數: up | 真實: down ❌
2016-02-23 → 👍 35  👎 107  📊 142  👍比: 24.65%  👎比: 75.35%  多數: down | 真實: down ✅
2016-02-24 → 👍 31  👎 119  📊 150  👍比: 20.67%  👎比: 79.33%  多數: down | 真實: down ✅
2016-02-25 → 👍 96  👎 105  📊 201  👍比: 47.76%  👎比: 52.24%  多數: down | 真實: down ✅
2016-02-26 → 👍 39  👎 136  📊 175  👍比: 22.29%  👎比: 77.71%  多數: down | 真實: down ✅
2016-02-27 → 👍 29  👎 114  📊 143  👍比: 20.28%  👎比: 79.72%  多數: down | 真實: down ✅
2016-02-28 → 👍 100  👎 78  📊 178  👍比: 56.18%  👎比: 43.82%  多數: up | 真實: down ❌
2016-02-29 → 👍 87  👎 85  📊 172  👍比: 50.58%  👎比: 49.42%  多數: up | 真實: down ❌
2016-03-01 → 👍 71  👎 64  📊 135  👍比: 52.59%  👎比: 47.41%  多數: up | 真實: down ❌
2016-03-02 → 👍 17  👎 129  📊 146  👍比: 11.64%  👎比: 88.36%  多數: down | 真實: down ✅
2016-03-03 → 👍 84  👎 86  📊 170  👍比: 49.41%  👎比: 50.59%  多數: down | 真實: up ❌
2016-03-04 → 👍 76  👎 78  📊 154  👍比: 49.35%  👎比: 50.65%  多數: down | 真實: down ✅
2016-03-05 → 👍 87  👎 71  📊 158  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: down ❌
2016-03-06 → 👍 88  👎 71  📊 159  👍比: 55.35%  👎比: 44.65%  多數: up | 真實: down ❌
2016-03-07 → 👍 102  👎 100  📊 202  👍比: 50.50%  👎比: 49.50%  多數: up | 真實: up ✅
2016-03-08 → 👍 78  👎 70  📊 148  👍比: 52.70%  👎比: 47.30%  多數: up | 真實: up ✅
2016-03-09 → 👍 24  👎 127  📊 151  👍比: 15.89%  👎比: 84.11%  多數: down | 真實: up ❌
2016-03-10 → 👍 106  👎 95  📊 201  👍比: 52.74%  👎比: 47.26%  多數: up | 真實: down ❌
2016-03-11 → 👍 87  👎 73  📊 160  👍比: 54.37%  👎比: 45.62%  多數: up | 真實: down ❌
2016-03-12 → 👍 80  👎 75  📊 155  👍比: 51.61%  👎比: 48.39%  多數: up | 真實: down ❌
2016-03-13 → 👍 51  👎 132  📊 183  👍比: 27.87%  👎比: 72.13%  多數: down | 真實: down ✅
2016-03-14 → 👍 104  👎 68  📊 172  👍比: 60.47%  👎比: 39.53%  多數: up | 真實: down ❌
2016-03-15 → 👍 64  👎 64  📊 128  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2016-03-16 → 👍 70  👎 56  📊 126  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: down ❌
2016-03-17 → 👍 91  👎 81  📊 172  👍比: 52.91%  👎比: 47.09%  多數: up | 真實: up ✅
2016-03-18 → 👍 75  👎 79  📊 154  👍比: 48.70%  👎比: 51.30%  多數: down | 真實: down ✅
2016-03-19 → 👍 84  👎 83  📊 167  👍比: 50.30%  👎比: 49.70%  多數: up | 真實: up ✅
2016-03-20 → 👍 92  👎 76  📊 168  👍比: 54.76%  👎比: 45.24%  多數: up | 真實: up ✅
2016-03-21 → 👍 28  👎 131  📊 159  👍比: 17.61%  👎比: 82.39%  多數: down | 真實: up ❌
2016-03-22 → 👍 87  👎 78  📊 165  👍比: 52.73%  👎比: 47.27%  多數: up | 真實: up ✅
2016-03-23 → 👍 31  👎 114  📊 145  👍比: 21.38%  👎比: 78.62%  多數: down | 真實: up ❌
2016-03-24 → 👍 21  👎 118  📊 139  👍比: 15.11%  👎比: 84.89%  多數: down | 真實: down ✅
2016-03-25 → 👍 22  👎 109  📊 131  👍比: 16.79%  👎比: 83.21%  多數: down | 真實: up ❌
2016-03-26 → 👍 61  👎 80  📊 141  👍比: 43.26%  👎比: 56.74%  多數: down | 真實: down ✅
2016-03-27 → 👍 103  👎 77  📊 180  👍比: 57.22%  👎比: 42.78%  多數: up | 真實: down ❌
2016-03-28 → 👍 72  👎 68  📊 140  👍比: 51.43%  👎比: 48.57%  多數: up | 真實: down ❌
2016-03-29 → 👍 93  👎 82  📊 175  👍比: 53.14%  👎比: 46.86%  多數: up | 真實: down ❌
2016-03-30 → 👍 83  👎 55  📊 138  👍比: 60.14%  👎比: 39.86%  多數: up | 真實: up ✅
2016-03-31 → 👍 89  👎 61  📊 150  👍比: 59.33%  👎比: 40.67%  多數: up | 真實: down ❌
2016-04-01 → 👍 32  👎 138  📊 170  👍比: 18.82%  👎比: 81.18%  多數: down | 真實: down ✅
2016-04-02 → 👍 80  👎 65  📊 145  👍比: 55.17%  👎比: 44.83%  多數: up | 真實: down ❌
2016-04-03 → 👍 97  👎 72  📊 169  👍比: 57.40%  👎比: 42.60%  多數: up | 真實: down ❌
2016-04-04 → 👍 60  👎 69  📊 129  👍比: 46.51%  👎比: 53.49%  多數: down | 真實: up ❌
2016-04-05 → 👍 57  👎 62  📊 119  👍比: 47.90%  👎比: 52.10%  多數: down | 真實: up ❌
2016-04-06 → 👍 94  👎 66  📊 160  👍比: 58.75%  👎比: 41.25%  多數: up | 真實: up ✅
2016-04-07 → 👍 23  👎 122  📊 145  👍比: 15.86%  👎比: 84.14%  多數: down | 真實: up ❌
2016-04-08 → 👍 75  👎 73  📊 148  👍比: 50.68%  👎比: 49.32%  多數: up | 真實: up ✅
2016-04-09 → 👍 81  👎 54  📊 135  👍比: 60.00%  👎比: 40.00%  多數: up | 真實: down ❌
2016-04-10 → 👍 96  👎 71  📊 167  👍比: 57.49%  👎比: 42.51%  多數: up | 真實: up ✅
2016-04-11 → 👍 86  👎 68  📊 154  👍比: 55.84%  👎比: 44.16%  多數: up | 真實: down ❌
2016-04-12 → 👍 100  👎 95  📊 195  👍比: 51.28%  👎比: 48.72%  多數: up | 真實: up ✅
2016-04-13 → 👍 78  👎 74  📊 152  👍比: 51.32%  👎比: 48.68%  多數: up | 真實: up ✅
2016-04-14 → 👍 87  👎 75  📊 162  👍比: 53.70%  👎比: 46.30%  多數: up | 真實: down ❌
2016-04-15 → 👍 73  👎 73  📊 146  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2016-04-16 → 👍 24  👎 108  📊 132  👍比: 18.18%  👎比: 81.82%  多數: down | 真實: down ✅
2016-04-17 → 👍 79  👎 75  📊 154  👍比: 51.30%  👎比: 48.70%  多數: up | 真實: down ❌
2016-04-18 → 👍 83  👎 76  📊 159  👍比: 52.20%  👎比: 47.80%  多數: up | 真實: up ✅
2016-04-19 → 👍 18  👎 170  📊 188  👍比: 9.57%  👎比: 90.43%  多數: down | 真實: up ❌
2016-04-20 → 👍 102  👎 77  📊 179  👍比: 56.98%  👎比: 43.02%  多數: up | 真實: up ✅
2016-04-21 → 👍 105  👎 85  📊 190  👍比: 55.26%  👎比: 44.74%  多數: up | 真實: down ❌
2016-04-22 → 👍 89  👎 95  📊 184  👍比: 48.37%  👎比: 51.63%  多數: down | 真實: up ❌
2016-04-23 → 👍 15  👎 157  📊 172  👍比: 8.72%  👎比: 91.28%  多數: down | 真實: up ❌
2016-04-24 → 👍 74  👎 82  📊 156  👍比: 47.44%  👎比: 52.56%  多數: down | 真實: down ✅
2016-04-25 → 👍 71  👎 78  📊 149  👍比: 47.65%  👎比: 52.35%  多數: down | 真實: up ❌
2016-04-26 → 👍 85  👎 89  📊 174  👍比: 48.85%  👎比: 51.15%  多數: down | 真實: down ✅
2016-04-27 → 👍 82  👎 84  📊 166  👍比: 49.40%  👎比: 50.60%  多數: down | 真實: down ✅
2016-04-28 → 👍 81  👎 61  📊 142  👍比: 57.04%  👎比: 42.96%  多數: up | 真實: up ✅
2016-04-29 → 👍 86  👎 96  📊 182  👍比: 47.25%  👎比: 52.75%  多數: down | 真實: up ❌
2016-04-30 → 👍 23  👎 118  📊 141  👍比: 16.31%  👎比: 83.69%  多數: down | 真實: up ❌
2016-05-01 → 👍 90  👎 74  📊 164  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: up ✅
2016-05-02 → 👍 98  👎 87  📊 185  👍比: 52.97%  👎比: 47.03%  多數: up | 真實: down ❌
2016-05-03 → 👍 37  👎 132  📊 169  👍比: 21.89%  👎比: 78.11%  多數: down | 真實: down ✅
2016-05-04 → 👍 43  👎 133  📊 176  👍比: 24.43%  👎比: 75.57%  多數: down | 真實: down ✅
2016-05-05 → 👍 103  👎 88  📊 191  👍比: 53.93%  👎比: 46.07%  多數: up | 真實: down ❌
2016-05-06 → 👍 53  👎 137  📊 190  👍比: 27.89%  👎比: 72.11%  多數: down | 真實: up ❌
2016-05-07 → 👍 96  👎 100  📊 196  👍比: 48.98%  👎比: 51.02%  多數: down | 真實: down ✅
2016-05-08 → 👍 39  👎 139  📊 178  👍比: 21.91%  👎比: 78.09%  多數: down | 真實: down ✅
2016-05-09 → 👍 107  👎 78  📊 185  👍比: 57.84%  👎比: 42.16%  多數: up | 真實: up ✅
2016-05-10 → 👍 35  👎 141  📊 176  👍比: 19.89%  👎比: 80.11%  多數: down | 真實: up ❌
2016-05-11 → 👍 101  👎 83  📊 184  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: up ✅
2016-05-12 → 👍 112  👎 89  📊 201  👍比: 55.72%  👎比: 44.28%  多數: up | 真實: down ❌
2016-05-13 → 👍 107  👎 89  📊 196  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: up ✅
2016-05-14 → 👍 100  👎 91  📊 191  👍比: 52.36%  👎比: 47.64%  多數: up | 真實: up ✅
2016-05-15 → 👍 97  👎 73  📊 170  👍比: 57.06%  👎比: 42.94%  多數: up | 真實: up ✅
2016-05-16 → 👍 93  👎 93  📊 186  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2016-05-17 → 👍 95  👎 96  📊 191  👍比: 49.74%  👎比: 50.26%  多數: down | 真實: down ✅
2016-05-18 → 👍 101  👎 86  📊 187  👍比: 54.01%  👎比: 45.99%  多數: up | 真實: down ❌
2016-05-19 → 👍 94  👎 86  📊 180  👍比: 52.22%  👎比: 47.78%  多數: up | 真實: up ✅
2016-05-20 → 👍 108  👎 82  📊 190  👍比: 56.84%  👎比: 43.16%  多數: up | 真實: down ❌
2016-05-21 → 👍 114  👎 86  📊 200  👍比: 57.00%  👎比: 43.00%  多數: up | 真實: down ❌
2016-05-22 → 👍 41  👎 134  📊 175  👍比: 23.43%  👎比: 76.57%  多數: down | 真實: up ❌
2016-05-23 → 👍 32  👎 125  📊 157  👍比: 20.38%  👎比: 79.62%  多數: down | 真實: down ✅
2016-05-24 → 👍 89  👎 70  📊 159  👍比: 55.97%  👎比: 44.03%  多數: up | 真實: down ❌
2016-05-25 → 👍 90  👎 84  📊 174  👍比: 51.72%  👎比: 48.28%  多數: up | 真實: up ✅
2016-05-26 → 👍 35  👎 140  📊 175  👍比: 20.00%  👎比: 80.00%  多數: down | 真實: down ✅
2016-05-27 → 👍 116  👎 114  📊 230  👍比: 50.43%  👎比: 49.57%  多數: up | 真實: down ❌
2016-05-28 → 👍 98  👎 83  📊 181  👍比: 54.14%  👎比: 45.86%  多數: up | 真實: up ✅
2016-05-29 → 👍 28  👎 137  📊 165  👍比: 16.97%  👎比: 83.03%  多數: down | 真實: up ❌
2016-05-30 → 👍 42  👎 148  📊 190  👍比: 22.11%  👎比: 77.89%  多數: down | 真實: up ❌
2016-05-31 → 👍 91  👎 76  📊 167  👍比: 54.49%  👎比: 45.51%  多數: up | 真實: up ✅
2016-06-01 → 👍 89  👎 70  📊 159  👍比: 55.97%  👎比: 44.03%  多數: up | 真實: down ❌
2016-06-02 → 👍 86  👎 62  📊 148  👍比: 58.11%  👎比: 41.89%  多數: up | 真實: up ✅
2016-06-03 → 👍 71  👎 67  📊 138  👍比: 51.45%  👎比: 48.55%  多數: up | 真實: down ❌
2016-06-04 → 👍 61  👎 82  📊 143  👍比: 42.66%  👎比: 57.34%  多數: down | 真實: down ✅
2016-06-05 → 👍 20  👎 138  📊 158  👍比: 12.66%  👎比: 87.34%  多數: down | 真實: up ❌
2016-06-06 → 👍 80  👎 79  📊 159  👍比: 50.31%  👎比: 49.69%  多數: up | 真實: down ❌
2016-06-07 → 👍 22  👎 131  📊 153  👍比: 14.38%  👎比: 85.62%  多數: down | 真實: up ❌
2016-06-08 → 👍 14  👎 132  📊 146  👍比: 9.59%  👎比: 90.41%  多數: down | 真實: up ❌
2016-06-09 → 👍 93  👎 81  📊 174  👍比: 53.45%  👎比: 46.55%  多數: up | 真實: down ❌
2016-06-10 → 👍 100  👎 78  📊 178  👍比: 56.18%  👎比: 43.82%  多數: up | 真實: up ✅
2016-06-11 → 👍 86  👎 68  📊 154  👍比: 55.84%  👎比: 44.16%  多數: up | 真實: up ✅
2016-06-12 → 👍 85  👎 76  📊 161  👍比: 52.80%  👎比: 47.20%  多數: up | 真實: down ❌
2016-06-13 → 👍 73  👎 80  📊 153  👍比: 47.71%  👎比: 52.29%  多數: down | 真實: down ✅
2016-06-14 → 👍 73  👎 81  📊 154  👍比: 47.40%  👎比: 52.60%  多數: down | 真實: down ✅
2016-06-15 → 👍 90  👎 66  📊 156  👍比: 57.69%  👎比: 42.31%  多數: up | 真實: down ❌
2016-06-16 → 👍 87  👎 71  📊 158  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: up ✅
2016-06-17 → 👍 96  👎 60  📊 156  👍比: 61.54%  👎比: 38.46%  多數: up | 真實: up ✅
2016-06-18 → 👍 96  👎 68  📊 164  👍比: 58.54%  👎比: 41.46%  多數: up | 真實: up ✅
2016-06-19 → 👍 15  👎 144  📊 159  👍比: 9.43%  👎比: 90.57%  多數: down | 真實: down ✅
2016-06-20 → 👍 14  👎 127  📊 141  👍比: 9.93%  👎比: 90.07%  多數: down | 真實: down ✅
2016-06-21 → 👍 11  👎 154  📊 165  👍比: 6.67%  👎比: 93.33%  多數: down | 真實: down ✅
2016-06-22 → 👍 91  👎 69  📊 160  👍比: 56.88%  👎比: 43.12%  多數: up | 真實: down ❌
2016-06-23 → 👍 71  👎 82  📊 153  👍比: 46.41%  👎比: 53.59%  多數: down | 真實: up ❌
2016-06-24 → 👍 91  👎 82  📊 173  👍比: 52.60%  👎比: 47.40%  多數: up | 真實: up ✅
2016-06-25 → 👍 81  👎 62  📊 143  👍比: 56.64%  👎比: 43.36%  多數: up | 真實: up ✅
2016-06-26 → 👍 67  👎 63  📊 130  👍比: 51.54%  👎比: 48.46%  多數: up | 真實: up ✅
2016-06-27 → 👍 15  👎 120  📊 135  👍比: 11.11%  👎比: 88.89%  多數: down | 真實: up ❌
2016-06-28 → 👍 97  👎 59  📊 156  👍比: 62.18%  👎比: 37.82%  多數: up | 真實: up ✅
2016-06-29 → 👍 69  👎 81  📊 150  👍比: 46.00%  👎比: 54.00%  多數: down | 真實: down ✅
2016-06-30 → 👍 71  👎 81  📊 152  👍比: 46.71%  👎比: 53.29%  多數: down | 真實: up ❌
2016-07-01 → 👍 88  👎 80  📊 168  👍比: 52.38%  👎比: 47.62%  多數: up | 真實: up ✅
2016-07-02 → 👍 92  👎 58  📊 150  👍比: 61.33%  👎比: 38.67%  多數: up | 真實: down ❌
2016-07-03 → 👍 78  👎 75  📊 153  👍比: 50.98%  👎比: 49.02%  多數: up | 真實: up ✅
2016-07-04 → 👍 77  👎 73  📊 150  👍比: 51.33%  👎比: 48.67%  多數: up | 真實: down ❌
2016-07-05 → 👍 75  👎 62  📊 137  👍比: 54.74%  👎比: 45.26%  多數: up | 真實: up ✅
2016-07-06 → 👍 82  👎 65  📊 147  👍比: 55.78%  👎比: 44.22%  多數: up | 真實: up ✅
2016-07-07 → 👍 82  👎 68  📊 150  👍比: 54.67%  👎比: 45.33%  多數: up | 真實: down ❌
2016-07-08 → 👍 62  👎 62  📊 124  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2016-07-09 → 👍 89  👎 76  📊 165  👍比: 53.94%  👎比: 46.06%  多數: up | 真實: down ❌
2016-07-10 → 👍 17  👎 161  📊 178  👍比: 9.55%  👎比: 90.45%  多數: down | 真實: down ✅
2016-07-11 → 👍 17  👎 136  📊 153  👍比: 11.11%  👎比: 88.89%  多數: down | 真實: down ✅
2016-07-12 → 👍 88  👎 75  📊 163  👍比: 53.99%  👎比: 46.01%  多數: up | 真實: up ✅
2016-07-13 → 👍 74  👎 77  📊 151  👍比: 49.01%  👎比: 50.99%  多數: down | 真實: up ❌
2016-07-14 → 👍 91  👎 62  📊 153  👍比: 59.48%  👎比: 40.52%  多數: up | 真實: up ✅
2016-07-15 → 👍 87  👎 81  📊 168  👍比: 51.79%  👎比: 48.21%  多數: up | 真實: down ❌
2016-07-16 → 👍 83  👎 73  📊 156  👍比: 53.21%  👎比: 46.79%  多數: up | 真實: up ✅
2016-07-17 → 👍 89  👎 86  📊 175  👍比: 50.86%  👎比: 49.14%  多數: up | 真實: up ✅
2016-07-18 → 👍 77  👎 79  📊 156  👍比: 49.36%  👎比: 50.64%  多數: down | 真實: down ✅
2016-07-19 → 👍 10  👎 136  📊 146  👍比: 6.85%  👎比: 93.15%  多數: down | 真實: down ✅
2016-07-20 → 👍 92  👎 79  📊 171  👍比: 53.80%  👎比: 46.20%  多數: up | 真實: down ❌
2016-07-21 → 👍 127  👎 108  📊 235  👍比: 54.04%  👎比: 45.96%  多數: up | 真實: up ✅
2016-07-22 → 👍 78  👎 85  📊 163  👍比: 47.85%  👎比: 52.15%  多數: down | 真實: down ✅
