
=== PEPE ===
2025-02-01 → 👍 1048  👎 269  📊 1317  👍比: 79.57%  👎比: 20.43%  多數: up | 真實: down ❌
2014-10-08 → 👍 277  👎 69  📊 346  👍比: 80.06%  👎比: 19.94%  多數: up | 真實: up ✅
2014-10-09 → 👍 203  👎 48  📊 251  👍比: 80.88%  👎比: 19.12%  多數: up | 真實: down ❌
2014-10-10 → 👍 215  👎 52  📊 267  👍比: 80.52%  👎比: 19.48%  多數: up | 真實: down ❌
2014-10-11 → 👍 161  👎 50  📊 211  👍比: 76.30%  👎比: 23.70%  多數: up | 真實: down ❌
2014-10-12 → 👍 182  👎 43  📊 225  👍比: 80.89%  👎比: 19.11%  多數: up | 真實: down ❌
2014-10-13 → 👍 203  👎 61  📊 264  👍比: 76.89%  👎比: 23.11%  多數: up | 真實: up ✅
2014-10-14 → 👍 216  👎 53  📊 269  👍比: 80.30%  👎比: 19.70%  多數: up | 真實: up ✅
2014-10-15 → 👍 624  👎 161  📊 785  👍比: 79.49%  👎比: 20.51%  多數: up | 真實: up ✅
2014-10-16 → 👍 308  👎 90  📊 398  👍比: 77.39%  👎比: 22.61%  多數: up | 真實: up ✅
2014-10-17 → 👍 218  👎 62  📊 280  👍比: 77.86%  👎比: 22.14%  多數: up | 真實: up ✅
2014-10-18 → 👍 178  👎 50  📊 228  👍比: 78.07%  👎比: 21.93%  多數: up | 真實: down ❌
2014-10-19 → 👍 217  👎 70  📊 287  👍比: 75.61%  👎比: 24.39%  多數: up | 真實: up ✅
2014-10-20 → 👍 200  👎 46  📊 246  👍比: 81.30%  👎比: 18.70%  多數: up | 真實: down ❌
2014-10-21 → 👍 263  👎 73  📊 336  👍比: 78.27%  👎比: 21.73%  多數: up | 真實: up ✅
2014-10-22 → 👍 239  👎 63  📊 302  👍比: 79.14%  👎比: 20.86%  多數: up | 真實: down ❌
2014-10-23 → 👍 311  👎 16  📊 327  👍比: 95.11%  👎比: 4.89%  多數: up | 真實: up ✅
2014-10-24 → 👍 225  👎 55  📊 280  👍比: 80.36%  👎比: 19.64%  多數: up | 真實: down ❌
2014-10-25 → 👍 170  👎 34  📊 204  👍比: 83.33%  👎比: 16.67%  多數: up | 真實: down ❌
2014-10-26 → 👍 172  👎 49  📊 221  👍比: 77.83%  👎比: 22.17%  多數: up | 真實: up ✅
2014-10-27 → 👍 16  👎 3  📊 19  👍比: 84.21%  👎比: 15.79%  多數: up | 真實: up ✅
2014-10-28 → 👍 260  👎 31  📊 291  👍比: 89.35%  👎比: 10.65%  多數: up | 真實: down ❌
2014-10-29 → 👍 354  👎 13  📊 367  👍比: 96.46%  👎比: 3.54%  多數: up | 真實: down ❌
2014-10-30 → 👍 191  👎 50  📊 241  👍比: 79.25%  👎比: 20.75%  多數: up | 真實: up ✅
2014-10-31 → 👍 209  👎 59  📊 268  👍比: 77.99%  👎比: 22.01%  多數: up | 真實: up ✅
2015-11-01 → 👍 109  👎 29  📊 138  👍比: 78.99%  👎比: 21.01%  多數: up | 真實: down ❌
2015-11-02 → 👍 20  👎 4  📊 24  👍比: 83.33%  👎比: 16.67%  多數: up | 真實: up ✅
2015-11-04 → 👍 8  👎 2  📊 10  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: up ✅
2015-11-06 → 👍 126  👎 35  📊 161  👍比: 78.26%  👎比: 21.74%  多數: up | 真實: down ❌
2015-11-07 → 👍 55  👎 13  📊 68  👍比: 80.88%  👎比: 19.12%  多數: up | 真實: down ❌
2015-11-08 → 👍 27  👎 2  📊 29  👍比: 93.10%  👎比: 6.90%  多數: up | 真實: down ❌
2015-11-09 → 👍 123  👎 26  📊 149  👍比: 82.55%  👎比: 17.45%  多數: up | 真實: down ❌
2015-11-10 → 👍 120  👎 34  📊 154  👍比: 77.92%  👎比: 22.08%  多數: up | 真實: up ✅
2015-11-11 → 👍 84  👎 21  📊 105  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: up ✅
2015-11-12 → 👍 88  👎 31  📊 119  👍比: 73.95%  👎比: 26.05%  多數: up | 真實: down ❌
2015-11-13 → 👍 132  👎 7  📊 139  👍比: 94.96%  👎比: 5.04%  多數: up | 真實: down ❌
2015-11-14 → 👍 108  👎 26  📊 134  👍比: 80.60%  👎比: 19.40%  多數: up | 真實: down ❌
2015-11-15 → 👍 133  👎 7  📊 140  👍比: 95.00%  👎比: 5.00%  多數: up | 真實: up ✅
2015-11-16 → 👍 129  👎 6  📊 135  👍比: 95.56%  👎比: 4.44%  多數: up | 真實: up ✅
2015-11-17 → 👍 107  👎 25  📊 132  👍比: 81.06%  👎比: 18.94%  多數: up | 真實: down ❌
2015-11-18 → 👍 124  👎 24  📊 148  👍比: 83.78%  👎比: 16.22%  多數: up | 真實: up ✅
2015-11-19 → 👍 117  👎 32  📊 149  👍比: 78.52%  👎比: 21.48%  多數: up | 真實: up ✅
2015-11-20 → 👍 113  👎 38  📊 151  👍比: 74.83%  👎比: 25.17%  多數: up | 真實: up ✅
2015-11-21 → 👍 87  👎 18  📊 105  👍比: 82.86%  👎比: 17.14%  多數: up | 真實: up ✅
2015-11-22 → 👍 103  👎 29  📊 132  👍比: 78.03%  👎比: 21.97%  多數: up | 真實: down ❌
2015-11-23 → 👍 123  👎 5  📊 128  👍比: 96.09%  👎比: 3.91%  多數: up | 真實: up ✅
2015-11-24 → 👍 115  👎 40  📊 155  👍比: 74.19%  👎比: 25.81%  多數: up | 真實: down ❌
2015-11-25 → 👍 120  👎 29  📊 149  👍比: 80.54%  👎比: 19.46%  多數: up | 真實: down ❌
2015-11-26 → 👍 122  👎 44  📊 166  👍比: 73.49%  👎比: 26.51%  多數: up | 真實: down ❌
2015-11-27 → 👍 136  👎 39  📊 175  👍比: 77.71%  👎比: 22.29%  多數: up | 真實: up ✅
2015-11-28 → 👍 165  👎 3  📊 168  👍比: 98.21%  👎比: 1.79%  多數: up | 真實: down ❌
2015-11-29 → 👍 132  👎 36  📊 168  👍比: 78.57%  👎比: 21.43%  多數: up | 真實: down ❌
2015-11-30 → 👍 206  👎 61  📊 267  👍比: 77.15%  👎比: 22.85%  多數: up | 真實: down ❌
2015-12-01 → 👍 35  👎 4  📊 39  👍比: 89.74%  👎比: 10.26%  多數: up | 真實: up ✅
2015-12-02 → 👍 2  👎 0  📊 2  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2015-12-04 → 👍 7  👎 1  📊 8  👍比: 87.50%  👎比: 12.50%  多數: up | 真實: up ✅
2015-12-05 → 👍 105  👎 32  📊 137  👍比: 76.64%  👎比: 23.36%  多數: up | 真實: up ✅
2015-12-06 → 👍 146  👎 8  📊 154  👍比: 94.81%  👎比: 5.19%  多數: up | 真實: up ✅
2015-12-07 → 👍 135  👎 37  📊 172  👍比: 78.49%  👎比: 21.51%  多數: up | 真實: up ✅
2015-12-08 → 👍 160  👎 36  📊 196  👍比: 81.63%  👎比: 18.37%  多數: up | 真實: up ✅
2015-12-09 → 👍 167  👎 40  📊 207  👍比: 80.68%  👎比: 19.32%  多數: up | 真實: up ✅
2015-12-10 → 👍 150  👎 44  📊 194  👍比: 77.32%  👎比: 22.68%  多數: up | 真實: down ❌
2015-12-11 → 👍 173  👎 38  📊 211  👍比: 81.99%  👎比: 18.01%  多數: up | 真實: up ✅
2015-12-12 → 👍 104  👎 33  📊 137  👍比: 75.91%  👎比: 24.09%  多數: up | 真實: down ❌
2015-12-13 → 👍 146  👎 12  📊 158  👍比: 92.41%  👎比: 7.59%  多數: up | 真實: up ✅
2015-12-14 → 👍 136  👎 34  📊 170  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: up ✅
2015-12-15 → 👍 142  👎 24  📊 166  👍比: 85.54%  👎比: 14.46%  多數: up | 真實: up ✅
2015-12-16 → 👍 157  👎 0  📊 157  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: down ❌
2015-12-17 → 👍 131  👎 32  📊 163  👍比: 80.37%  👎比: 19.63%  多數: up | 真實: down ❌
2015-12-18 → 👍 161  👎 41  📊 202  👍比: 79.70%  👎比: 20.30%  多數: up | 真實: up ✅
2015-12-19 → 👍 123  👎 43  📊 166  👍比: 74.10%  👎比: 25.90%  多數: up | 真實: up ✅
2015-12-20 → 👍 103  👎 22  📊 125  👍比: 82.40%  👎比: 17.60%  多數: up | 真實: up ✅
2015-12-21 → 👍 115  👎 27  📊 142  👍比: 80.99%  👎比: 19.01%  多數: up | 真實: up ✅
2015-12-22 → 👍 157  👎 44  📊 201  👍比: 78.11%  👎比: 21.89%  多數: up | 真實: up ✅
2015-12-23 → 👍 127  👎 3  📊 130  👍比: 97.69%  👎比: 2.31%  多數: up | 真實: up ✅
2015-12-24 → 👍 127  👎 34  📊 161  👍比: 78.88%  👎比: 21.12%  多數: up | 真實: up ✅
2015-12-25 → 👍 90  👎 37  📊 127  👍比: 70.87%  👎比: 29.13%  多數: up | 真實: up ✅
2015-12-26 → 👍 81  👎 31  📊 112  👍比: 72.32%  👎比: 27.68%  多數: up | 真實: down ❌
2015-12-27 → 👍 99  👎 19  📊 118  👍比: 83.90%  👎比: 16.10%  多數: up | 真實: down ❌
2015-12-28 → 👍 143  👎 3  📊 146  👍比: 97.95%  👎比: 2.05%  多數: up | 真實: up ✅
2015-12-29 → 👍 148  👎 20  📊 168  👍比: 88.10%  👎比: 11.90%  多數: up | 真實: up ✅
2015-12-30 → 👍 142  👎 35  📊 177  👍比: 80.23%  👎比: 19.77%  多數: up | 真實: down ❌
2015-12-31 → 👍 117  👎 3  📊 120  👍比: 97.50%  👎比: 2.50%  多數: up | 真實: up ✅
2016-01-01 → 👍 76  👎 26  📊 102  👍比: 74.51%  👎比: 25.49%  多數: up | 真實: up ✅
2016-01-02 → 👍 72  👎 28  📊 100  👍比: 72.00%  👎比: 28.00%  多數: up | 真實: down ❌
2016-01-03 → 👍 66  👎 32  📊 98  👍比: 67.35%  👎比: 32.65%  多數: up | 真實: down ❌
2016-01-04 → 👍 105  👎 15  📊 120  👍比: 87.50%  👎比: 12.50%  多數: up | 真實: up ✅
2016-01-05 → 👍 118  👎 18  📊 136  👍比: 86.76%  👎比: 13.24%  多數: up | 真實: up ✅
2016-01-06 → 👍 93  👎 28  📊 121  👍比: 76.86%  👎比: 23.14%  多數: up | 真實: down ❌
2016-01-07 → 👍 131  👎 31  📊 162  👍比: 80.86%  👎比: 19.14%  多數: up | 真實: down ❌
2016-01-08 → 👍 111  👎 32  📊 143  👍比: 77.62%  👎比: 22.38%  多數: up | 真實: down ❌
2016-01-09 → 👍 119  👎 26  📊 145  👍比: 82.07%  👎比: 17.93%  多數: up | 真實: up ✅
2016-01-10 → 👍 97  👎 22  📊 119  👍比: 81.51%  👎比: 18.49%  多數: up | 真實: down ❌
2016-01-11 → 👍 76  👎 26  📊 102  👍比: 74.51%  👎比: 25.49%  多數: up | 真實: up ✅
2016-01-12 → 👍 95  👎 29  📊 124  👍比: 76.61%  👎比: 23.39%  多數: up | 真實: down ❌
2016-01-13 → 👍 83  👎 24  📊 107  👍比: 77.57%  👎比: 22.43%  多數: up | 真實: down ❌
2016-01-14 → 👍 70  👎 24  📊 94  👍比: 74.47%  👎比: 25.53%  多數: up | 真實: up ✅
2016-01-15 → 👍 127  👎 23  📊 150  👍比: 84.67%  👎比: 15.33%  多數: up | 真實: up ✅
2016-01-16 → 👍 88  👎 17  📊 105  👍比: 83.81%  👎比: 16.19%  多數: up | 真實: down ❌
2016-01-17 → 👍 83  👎 21  📊 104  👍比: 79.81%  👎比: 20.19%  多數: up | 真實: down ❌
2016-01-18 → 👍 122  👎 28  📊 150  👍比: 81.33%  👎比: 18.67%  多數: up | 真實: up ✅
2016-01-19 → 👍 89  👎 29  📊 118  👍比: 75.42%  👎比: 24.58%  多數: up | 真實: down ❌
2016-01-20 → 👍 86  👎 23  📊 109  👍比: 78.90%  👎比: 21.10%  多數: up | 真實: up ✅
2016-01-21 → 👍 106  👎 25  📊 131  👍比: 80.92%  👎比: 19.08%  多數: up | 真實: up ✅
2016-01-22 → 👍 119  👎 0  📊 119  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2016-01-23 → 👍 69  👎 21  📊 90  👍比: 76.67%  👎比: 23.33%  多數: up | 真實: down ❌
2016-01-24 → 👍 159  👎 54  📊 213  👍比: 74.65%  👎比: 25.35%  多數: up | 真實: down ❌
2016-01-25 → 👍 214  👎 58  📊 272  👍比: 78.68%  👎比: 21.32%  多數: up | 真實: up ✅
2016-01-26 → 👍 254  👎 69  📊 323  👍比: 78.64%  👎比: 21.36%  多數: up | 真實: up ✅
2016-01-27 → 👍 282  👎 86  📊 368  👍比: 76.63%  👎比: 23.37%  多數: up | 真實: up ✅
2016-01-28 → 👍 182  👎 57  📊 239  👍比: 76.15%  👎比: 23.85%  多數: up | 真實: up ✅
2016-01-29 → 👍 173  👎 56  📊 229  👍比: 75.55%  👎比: 24.45%  多數: up | 真實: up ✅
2016-01-30 → 👍 135  👎 36  📊 171  👍比: 78.95%  👎比: 21.05%  多數: up | 真實: down ❌
2016-01-31 → 👍 196  👎 56  📊 252  👍比: 77.78%  👎比: 22.22%  多數: up | 真實: down ❌
2016-02-01 → 👍 144  👎 39  📊 183  👍比: 78.69%  👎比: 21.31%  多數: up | 真實: down ❌
2016-02-02 → 👍 279  👎 1  📊 280  👍比: 99.64%  👎比: 0.36%  多數: up | 真實: up ✅
2016-02-03 → 👍 302  👎 5  📊 307  👍比: 98.37%  👎比: 1.63%  多數: up | 真實: up ✅
2016-02-04 → 👍 161  👎 37  📊 198  👍比: 81.31%  👎比: 18.69%  多數: up | 真實: up ✅
2016-02-05 → 👍 136  👎 33  📊 169  👍比: 80.47%  👎比: 19.53%  多數: up | 真實: up ✅
2016-02-06 → 👍 173  👎 39  📊 212  👍比: 81.60%  👎比: 18.40%  多數: up | 真實: down ❌
2016-02-07 → 👍 191  👎 49  📊 240  👍比: 79.58%  👎比: 20.42%  多數: up | 真實: up ✅
2016-02-08 → 👍 167  👎 7  📊 174  👍比: 95.98%  👎比: 4.02%  多數: up | 真實: up ✅
2016-02-09 → 👍 113  👎 33  📊 146  👍比: 77.40%  👎比: 22.60%  多數: up | 真實: down ❌
2016-02-10 → 👍 164  👎 39  📊 203  👍比: 80.79%  👎比: 19.21%  多數: up | 真實: up ✅
2016-02-11 → 👍 136  👎 35  📊 171  👍比: 79.53%  👎比: 20.47%  多數: up | 真實: down ❌
2016-02-12 → 👍 108  👎 41  📊 149  👍比: 72.48%  👎比: 27.52%  多數: up | 真實: down ❌
2016-02-13 → 👍 114  👎 29  📊 143  👍比: 79.72%  👎比: 20.28%  多數: up | 真實: up ✅
2016-02-14 → 👍 145  👎 1  📊 146  👍比: 99.32%  👎比: 0.68%  多數: up | 真實: down ❌
2016-02-15 → 👍 136  👎 4  📊 140  👍比: 97.14%  👎比: 2.86%  多數: up | 真實: down ❌
2016-02-16 → 👍 168  👎 0  📊 168  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: down ❌
2016-02-17 → 👍 130  👎 33  📊 163  👍比: 79.75%  👎比: 20.25%  多數: up | 真實: down ❌
2016-02-18 → 👍 123  👎 37  📊 160  👍比: 76.88%  👎比: 23.12%  多數: up | 真實: down ❌
2016-02-19 → 👍 179  👎 59  📊 238  👍比: 75.21%  👎比: 24.79%  多數: up | 真實: down ❌
2016-02-20 → 👍 122  👎 33  📊 155  👍比: 78.71%  👎比: 21.29%  多數: up | 真實: up ✅
2016-02-21 → 👍 149  👎 0  📊 149  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: down ❌
2016-02-22 → 👍 121  👎 40  📊 161  👍比: 75.16%  👎比: 24.84%  多數: up | 真實: down ❌
2016-02-23 → 👍 141  👎 1  📊 142  👍比: 99.30%  👎比: 0.70%  多數: up | 真實: down ❌
2016-02-24 → 👍 146  👎 4  📊 150  👍比: 97.33%  👎比: 2.67%  多數: up | 真實: down ❌
2016-02-25 → 👍 164  👎 37  📊 201  👍比: 81.59%  👎比: 18.41%  多數: up | 真實: down ❌
2016-02-26 → 👍 171  👎 4  📊 175  👍比: 97.71%  👎比: 2.29%  多數: up | 真實: down ❌
2016-02-27 → 👍 139  👎 4  📊 143  👍比: 97.20%  👎比: 2.80%  多數: up | 真實: down ❌
2016-02-28 → 👍 139  👎 39  📊 178  👍比: 78.09%  👎比: 21.91%  多數: up | 真實: down ❌
2016-02-29 → 👍 136  👎 36  📊 172  👍比: 79.07%  👎比: 20.93%  多數: up | 真實: down ❌
2016-03-01 → 👍 104  👎 31  📊 135  👍比: 77.04%  👎比: 22.96%  多數: up | 真實: down ❌
2016-03-02 → 👍 143  👎 3  📊 146  👍比: 97.95%  👎比: 2.05%  多數: up | 真實: down ❌
2016-03-03 → 👍 147  👎 23  📊 170  👍比: 86.47%  👎比: 13.53%  多數: up | 真實: up ✅
2016-03-04 → 👍 119  👎 35  📊 154  👍比: 77.27%  👎比: 22.73%  多數: up | 真實: down ❌
2016-03-05 → 👍 130  👎 28  📊 158  👍比: 82.28%  👎比: 17.72%  多數: up | 真實: down ❌
2016-03-06 → 👍 122  👎 37  📊 159  👍比: 76.73%  👎比: 23.27%  多數: up | 真實: down ❌
2016-03-07 → 👍 172  👎 30  📊 202  👍比: 85.15%  👎比: 14.85%  多數: up | 真實: up ✅
2016-03-08 → 👍 112  👎 36  📊 148  👍比: 75.68%  👎比: 24.32%  多數: up | 真實: up ✅
2016-03-09 → 👍 147  👎 4  📊 151  👍比: 97.35%  👎比: 2.65%  多數: up | 真實: up ✅
2016-03-10 → 👍 149  👎 52  📊 201  👍比: 74.13%  👎比: 25.87%  多數: up | 真實: down ❌
2016-03-11 → 👍 133  👎 27  📊 160  👍比: 83.12%  👎比: 16.88%  多數: up | 真實: down ❌
2016-03-12 → 👍 114  👎 41  📊 155  👍比: 73.55%  👎比: 26.45%  多數: up | 真實: down ❌
2016-03-13 → 👍 181  👎 2  📊 183  👍比: 98.91%  👎比: 1.09%  多數: up | 真實: down ❌
2016-03-14 → 👍 139  👎 33  📊 172  👍比: 80.81%  👎比: 19.19%  多數: up | 真實: down ❌
2016-03-15 → 👍 96  👎 32  📊 128  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: down ❌
2016-03-16 → 👍 99  👎 27  📊 126  👍比: 78.57%  👎比: 21.43%  多數: up | 真實: down ❌
2016-03-17 → 👍 144  👎 28  📊 172  👍比: 83.72%  👎比: 16.28%  多數: up | 真實: up ✅
2016-03-18 → 👍 119  👎 35  📊 154  👍比: 77.27%  👎比: 22.73%  多數: up | 真實: down ❌
2016-03-19 → 👍 125  👎 42  📊 167  👍比: 74.85%  👎比: 25.15%  多數: up | 真實: up ✅
2016-03-20 → 👍 129  👎 39  📊 168  👍比: 76.79%  👎比: 23.21%  多數: up | 真實: up ✅
2016-03-21 → 👍 152  👎 7  📊 159  👍比: 95.60%  👎比: 4.40%  多數: up | 真實: up ✅
2016-03-22 → 👍 122  👎 43  📊 165  👍比: 73.94%  👎比: 26.06%  多數: up | 真實: up ✅
2016-03-23 → 👍 145  👎 0  📊 145  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2016-03-24 → 👍 132  👎 7  📊 139  👍比: 94.96%  👎比: 5.04%  多數: up | 真實: down ❌
2016-03-25 → 👍 129  👎 2  📊 131  👍比: 98.47%  👎比: 1.53%  多數: up | 真實: up ✅
2016-03-26 → 👍 113  👎 28  📊 141  👍比: 80.14%  👎比: 19.86%  多數: up | 真實: down ❌
2016-03-27 → 👍 144  👎 36  📊 180  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: down ❌
2016-03-28 → 👍 108  👎 32  📊 140  👍比: 77.14%  👎比: 22.86%  多數: up | 真實: down ❌
2016-03-29 → 👍 135  👎 40  📊 175  👍比: 77.14%  👎比: 22.86%  多數: up | 真實: down ❌
2016-03-30 → 👍 111  👎 27  📊 138  👍比: 80.43%  👎比: 19.57%  多數: up | 真實: up ✅
2016-03-31 → 👍 121  👎 29  📊 150  👍比: 80.67%  👎比: 19.33%  多數: up | 真實: down ❌
2016-04-01 → 👍 162  👎 8  📊 170  👍比: 95.29%  👎比: 4.71%  多數: up | 真實: down ❌
2016-04-02 → 👍 121  👎 24  📊 145  👍比: 83.45%  👎比: 16.55%  多數: up | 真實: down ❌
2016-04-03 → 👍 127  👎 42  📊 169  👍比: 75.15%  👎比: 24.85%  多數: up | 真實: down ❌
2016-04-04 → 👍 104  👎 25  📊 129  👍比: 80.62%  👎比: 19.38%  多數: up | 真實: up ✅
2016-04-05 → 👍 97  👎 22  📊 119  👍比: 81.51%  👎比: 18.49%  多數: up | 真實: up ✅
2016-04-06 → 👍 130  👎 30  📊 160  👍比: 81.25%  👎比: 18.75%  多數: up | 真實: up ✅
2016-04-07 → 👍 143  👎 2  📊 145  👍比: 98.62%  👎比: 1.38%  多數: up | 真實: up ✅
2016-04-08 → 👍 117  👎 31  📊 148  👍比: 79.05%  👎比: 20.95%  多數: up | 真實: up ✅
2016-04-09 → 👍 115  👎 20  📊 135  👍比: 85.19%  👎比: 14.81%  多數: up | 真實: down ❌
2016-04-10 → 👍 131  👎 36  📊 167  👍比: 78.44%  👎比: 21.56%  多數: up | 真實: up ✅
2016-04-11 → 👍 117  👎 37  📊 154  👍比: 75.97%  👎比: 24.03%  多數: up | 真實: down ❌
2016-04-12 → 👍 151  👎 44  📊 195  👍比: 77.44%  👎比: 22.56%  多數: up | 真實: up ✅
2016-04-13 → 👍 112  👎 40  📊 152  👍比: 73.68%  👎比: 26.32%  多數: up | 真實: up ✅
2016-04-14 → 👍 116  👎 46  📊 162  👍比: 71.60%  👎比: 28.40%  多數: up | 真實: down ❌
2016-04-15 → 👍 109  👎 37  📊 146  👍比: 74.66%  👎比: 25.34%  多數: up | 真實: down ❌
2016-04-16 → 👍 131  👎 1  📊 132  👍比: 99.24%  👎比: 0.76%  多數: up | 真實: down ❌
2016-04-17 → 👍 124  👎 30  📊 154  👍比: 80.52%  👎比: 19.48%  多數: up | 真實: down ❌
2016-04-18 → 👍 119  👎 40  📊 159  👍比: 74.84%  👎比: 25.16%  多數: up | 真實: up ✅
2016-04-19 → 👍 185  👎 3  📊 188  👍比: 98.40%  👎比: 1.60%  多數: up | 真實: up ✅
2016-04-20 → 👍 134  👎 45  📊 179  👍比: 74.86%  👎比: 25.14%  多數: up | 真實: up ✅
2016-04-21 → 👍 150  👎 40  📊 190  👍比: 78.95%  👎比: 21.05%  多數: up | 真實: down ❌
2016-04-22 → 👍 153  👎 31  📊 184  👍比: 83.15%  👎比: 16.85%  多數: up | 真實: up ✅
2016-04-23 → 👍 172  👎 0  📊 172  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2016-04-24 → 👍 126  👎 30  📊 156  👍比: 80.77%  👎比: 19.23%  多數: up | 真實: down ❌
2016-04-25 → 👍 115  👎 34  📊 149  👍比: 77.18%  👎比: 22.82%  多數: up | 真實: up ✅
2016-04-26 → 👍 137  👎 37  📊 174  👍比: 78.74%  👎比: 21.26%  多數: up | 真實: down ❌
2016-04-27 → 👍 130  👎 36  📊 166  👍比: 78.31%  👎比: 21.69%  多數: up | 真實: down ❌
2016-04-28 → 👍 121  👎 21  📊 142  👍比: 85.21%  👎比: 14.79%  多數: up | 真實: up ✅
2016-04-29 → 👍 151  👎 31  📊 182  👍比: 82.97%  👎比: 17.03%  多數: up | 真實: up ✅
2016-04-30 → 👍 141  👎 0  📊 141  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2016-05-01 → 👍 128  👎 36  📊 164  👍比: 78.05%  👎比: 21.95%  多數: up | 真實: up ✅
2016-05-02 → 👍 135  👎 50  📊 185  👍比: 72.97%  👎比: 27.03%  多數: up | 真實: down ❌
2016-05-03 → 👍 167  👎 2  📊 169  👍比: 98.82%  👎比: 1.18%  多數: up | 真實: down ❌
2016-05-04 → 👍 174  👎 2  📊 176  👍比: 98.86%  👎比: 1.14%  多數: up | 真實: down ❌
2016-05-05 → 👍 153  👎 38  📊 191  👍比: 80.10%  👎比: 19.90%  多數: up | 真實: down ❌
2016-05-06 → 👍 181  👎 9  📊 190  👍比: 95.26%  👎比: 4.74%  多數: up | 真實: up ✅
2016-05-07 → 👍 152  👎 44  📊 196  👍比: 77.55%  👎比: 22.45%  多數: up | 真實: down ❌
2016-05-08 → 👍 175  👎 3  📊 178  👍比: 98.31%  👎比: 1.69%  多數: up | 真實: down ❌
2016-05-09 → 👍 153  👎 32  📊 185  👍比: 82.70%  👎比: 17.30%  多數: up | 真實: up ✅
2016-05-10 → 👍 176  👎 0  📊 176  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2016-05-11 → 👍 142  👎 42  📊 184  👍比: 77.17%  👎比: 22.83%  多數: up | 真實: up ✅
2016-05-12 → 👍 160  👎 41  📊 201  👍比: 79.60%  👎比: 20.40%  多數: up | 真實: down ❌
2016-05-13 → 👍 152  👎 44  📊 196  👍比: 77.55%  👎比: 22.45%  多數: up | 真實: up ✅
2016-05-14 → 👍 152  👎 39  📊 191  👍比: 79.58%  👎比: 20.42%  多數: up | 真實: up ✅
2016-05-15 → 👍 137  👎 33  📊 170  👍比: 80.59%  👎比: 19.41%  多數: up | 真實: up ✅
2016-05-16 → 👍 158  👎 28  📊 186  👍比: 84.95%  👎比: 15.05%  多數: up | 真實: down ❌
2016-05-17 → 👍 141  👎 50  📊 191  👍比: 73.82%  👎比: 26.18%  多數: up | 真實: down ❌
2016-05-18 → 👍 138  👎 49  📊 187  👍比: 73.80%  👎比: 26.20%  多數: up | 真實: down ❌
2016-05-19 → 👍 145  👎 35  📊 180  👍比: 80.56%  👎比: 19.44%  多數: up | 真實: up ✅
2016-05-20 → 👍 145  👎 45  📊 190  👍比: 76.32%  👎比: 23.68%  多數: up | 真實: down ❌
2016-05-21 → 👍 163  👎 37  📊 200  👍比: 81.50%  👎比: 18.50%  多數: up | 真實: down ❌
2016-05-22 → 👍 174  👎 1  📊 175  👍比: 99.43%  👎比: 0.57%  多數: up | 真實: up ✅
2016-05-23 → 👍 155  👎 2  📊 157  👍比: 98.73%  👎比: 1.27%  多數: up | 真實: down ❌
2016-05-24 → 👍 125  👎 34  📊 159  👍比: 78.62%  👎比: 21.38%  多數: up | 真實: down ❌
2016-05-25 → 👍 129  👎 45  📊 174  👍比: 74.14%  👎比: 25.86%  多數: up | 真實: up ✅
2016-05-26 → 👍 172  👎 3  📊 175  👍比: 98.29%  👎比: 1.71%  多數: up | 真實: down ❌
2016-05-27 → 👍 185  👎 45  📊 230  👍比: 80.43%  👎比: 19.57%  多數: up | 真實: down ❌
2016-05-28 → 👍 140  👎 41  📊 181  👍比: 77.35%  👎比: 22.65%  多數: up | 真實: up ✅
2016-05-29 → 👍 162  👎 3  📊 165  👍比: 98.18%  👎比: 1.82%  多數: up | 真實: up ✅
2016-05-30 → 👍 185  👎 5  📊 190  👍比: 97.37%  👎比: 2.63%  多數: up | 真實: up ✅
2016-05-31 → 👍 138  👎 29  📊 167  👍比: 82.63%  👎比: 17.37%  多數: up | 真實: up ✅
2016-06-01 → 👍 128  👎 31  📊 159  👍比: 80.50%  👎比: 19.50%  多數: up | 真實: down ❌
2016-06-02 → 👍 121  👎 27  📊 148  👍比: 81.76%  👎比: 18.24%  多數: up | 真實: up ✅
2016-06-03 → 👍 113  👎 25  📊 138  👍比: 81.88%  👎比: 18.12%  多數: up | 真實: down ❌
2016-06-04 → 👍 114  👎 29  📊 143  👍比: 79.72%  👎比: 20.28%  多數: up | 真實: down ❌
2016-06-05 → 👍 155  👎 3  📊 158  👍比: 98.10%  👎比: 1.90%  多數: up | 真實: up ✅
2016-06-06 → 👍 136  👎 23  📊 159  👍比: 85.53%  👎比: 14.47%  多數: up | 真實: down ❌
